code,confirm_status,creation_by,creation_time,eng_name,product_id,is_active,is_delete,last_modification_by,last_modification_time,name,name_ascii,note,question,reason,ref_code,short_name,type,upc_code,upc_id,industry_code,industry_name,replace_product,tenant_code,d
848,Approved,,01:13.3,,22429,FALSE,FALSE,,06:01.0,AQUA D3 TANIDA 10ML,,,,,A121600000848,AQUA D3 TANIDA 10ML,Normal,7.82847E+11,22429,3,THUỐC,,,3/1/2025
849,Approved,,01:13.6,,22430,FALSE,FALSE,,01:13.6,AQUA GOOD,,,,,A121600000849,AQUA GOOD,Normal,7.82847E+11,22430,3,THUỐC,,,3/1/2025
850,Approved,,20:24.1,,18026,TRUE,FALSE,,06:45.1,AQUADETRIM POLPHARMA 10ML,AQUADETRIM POLPHARMA 10ML,,,,A121600000850,AQUADETRIM POLPHARMA 10ML,Normal,7.82847E+11,18026,3,THUỐC,,,3/1/2025
851,Approved,,01:14.0,,22431,FALSE,FALSE,,01:14.0,AQUADIA,,,,,A121600000851,AQUADIA,Normal,7.82847E+11,22431,3,THUỐC,,,3/1/2025
852,Approved,,20:24.5,,18027,FALSE,FALSE,,50:51.7,ARASTAD 20 STELLA 3X10,ARASTAD 20 STELLA 3X10,,,,A121600000852,ARASTAD 20 STELLA 3X10,Normal,7.82847E+11,18027,3,THUỐC,,FVAC,3/1/2025
853,Approved,,20:24.8,,18028,FALSE,FALSE,,06:59.0,ARBITOL 400MG KOREA UNITED 10X10,ARBITOL 400MG KOREA UNITED 10X10,,,,A121600000853,ARBITOL 400 10X10,Normal,7.82847E+11,18028,3,THUỐC,,,3/1/2025
854,Approved,,01:14.8,,22432,FALSE,FALSE,,01:14.8,ARBOL 125MG,,,,,A121600000854,ARBOL 125MG,Normal,7.82847E+11,22432,3,THUỐC,,,3/1/2025
856,Approved,,20:25.5,,18030,TRUE,FALSE,,24:00.1,ARCOXIA 120MG MSD 3X10,,,,,A121600000856,ARCOXIA 120 3X10,Normal,7.82847E+11,18030,3,THUỐC,,,3/1/2025
857,Approved,,01:15.5,,22433,FALSE,FALSE,,01:15.5,ARCOXIA 30MG,,,,,A121600000857,ARCOXIA 30MG,Normal,7.82847E+11,22433,3,THUỐC,,,3/1/2025
858,Approved,,20:25.9,,18031,TRUE,FALSE,,27:16.2,ARCOXIA 60MG MSD 3X10,ARCOXIA 60MG MSD 3X10,,,,A121600000858,ARCOXIA 60 3X10,Normal,7.82847E+11,18031,3,THUỐC,"['00029954' '00008284' '00021753' '00007118' '00020414' '00029484'
 '00008217' '00000557' '00009816' '00002906' '00002908' '00010738'
 '00012405' '00029485' '00007448' '00009957' '00007445' '00003515'
 '00002900' '00002903']",,3/1/2025
864,Approved,,20:26.7,,18033,FALSE,FALSE,,50:51.7,ARGININ FORTE STELLA 10 ỐNG,ARGININ FORTE STELLA 10 ỐNG,,,,A121600000864,ARGININ FORTE STELLA 10 ỐNG,Normal,7.82847E+11,18033,3,THUỐC,,,3/1/2025
865,Approved,,59:25.0,,14661,FALSE,FALSE,,34:00.0,ARGININE PRO,,,,,B121600000865,ARGININE PRO,Normal,7.82847E+11,14661,7,TPCN,,,3/1/2025
867,Approved,,20:27.1,,18034,FALSE,FALSE,,50:51.7,ARGININE STADA 2X10 ỐNG 5ML,ARGININE STADA 2X10 ỐNG 5ML,,,,A121600000867,ARGININE STADA 2X10 ỐNG,Normal,7.82847E+11,18034,3,THUỐC,,,3/1/2025
868,Approved,,01:17.8,,22438,FALSE,FALSE,,01:17.8,ARGOL 50ML,,,,,A121600000868,ARGOL 50ML,Normal,7.82847E+11,22438,3,THUỐC,,,3/1/2025
869,Approved,,01:18.0,,22439,FALSE,FALSE,,01:18.0,ARGOL SRAY,,,,,A121600000869,ARGOL SRAY,Normal,7.82847E+11,22439,3,THUỐC,,,3/1/2025
870,Approved,,20:27.4,,18035,TRUE,FALSE,,37:32.4,ARICEPT EVESS 10MG EISAI 2X14,ARICEPT EVESS 10MG EISAI 2X14,,,,A121600000870,ARICEPT EVESS 10MG EISAI 2X14,Normal,7.82847E+11,18035,3,THUỐC,,,3/1/2025
874,Approved,,01:19.2,,22441,FALSE,FALSE,,01:19.2,ARLOVO,,,,,A121600000874,ARLOVO,Normal,7.82847E+11,22441,3,THUỐC,,,3/1/2025
876,Approved,,01:19.6,,22443,FALSE,FALSE,,01:19.6,ARTESUNAT 50MG,,,,,A121600000876,ARTESUNAT 50MG,Normal,7.82847E+11,22443,3,THUỐC,,,3/1/2025
877,Approved,,01:19.7,,22444,FALSE,FALSE,,01:19.7,ARTHOCERIN 50MG,,,,,A121600000877,ARTHOCERIN 50MG,Normal,7.82847E+11,22444,3,THUỐC,,,3/1/2025
878,Approved,,20:28.5,,18038,FALSE,FALSE,,38:08.0,ARTHRODONT PIERRE FABRE 40G,,,,,A121600000878,ARTHRODONT 40G,Normal,7.82847E+11,18038,3,THUỐC,,,3/1/2025
880,Approved,,20:28.8,,18039,TRUE,FALSE,,00:54.9,ARTHROBIC 15MG MEKOPHAR 30V,ARTHROBIC 15MG MEKOPHAR 30V,,,,A121600000880,ARTHROBIC 15 MKP 30V,Normal,7.82847E+11,18039,3,THUỐC,,,3/1/2025
884,Approved,,20:29.7,,18041,TRUE,FALSE,,59:01.1,ARTHUR 200MG DAVI 6X10,ARTHUR 200MG DAVI 6X10,,,,A121600000884,ARTHUR 200 DAVI 6X10,Normal,7.82847E+11,18041,3,THUỐC,,,3/1/2025
885,Approved,,20:30.0,,18042,FALSE,FALSE,,20:33.4,ARTREIL 50MG DAVI 3X10,,,,,A121600000885,ARTREIL 50 DAVI 3X10,Normal,7.82847E+11,18042,3,THUỐC,"['00007547' '00000888' '00011129' '00004048' '00002411' '00015218'
 '00002171' '00005568' '00002409' '00000550' '00006567' '00008429'
 '00013806' '00006736' '00005581' '00002397' '00002475' '00002396'
 '00011068' '00018552' '00013683' '00006191' '00002395' '00002398'
 '00002817' '00003192' '00016496' '00005575' '00006693' '00009869'
 '00005557']",,3/1/2025
886,Approved,,01:22.0,,2.24E+04,FALSE,FALSE,,06:06.5,ARTRIEL 50MG,,,,,A121600000886,ARTRIEL 50MG,Normal,7.82847E+11,22448,3,THUỐC,,,3/1/2025
887,Approved,,01:22.1,,22449,FALSE,FALSE,,01:22.1,ARTRILASE,,,,,A121600000887,ARTRILASE,Normal,7.82847E+11,22449,3,THUỐC,,,3/1/2025
890,Approved,,01:22.8,,22451,FALSE,FALSE,,01:22.8,ASCABS LOTION 30ML,,,,,A121600000890,ASCABS LOTION 30ML,Normal,7.82847E+11,22451,3,THUỐC,,,3/1/2025
893,Approved,,01:23.2,,22454,FALSE,FALSE,,01:23.2,ASCORIL,,,,,A121600000893,ASCORIL,Normal,7.82847E+11,22454,3,THUỐC,,,3/1/2025
896,Approved,,01:23.6,,22456,FALSE,FALSE,,01:23.6,ASMAACT 5MG,,,,,A121600000896,ASMAACT 5MG,Normal,7.82847E+11,22456,3,THUỐC,,,3/1/2025
897,Approved,,20:30.9,,18045,FALSE,FALSE,,37:11.3,ASMACORT 65MG F.T 100V,,,,,A121600000897,ASMACORT 65 F.T 100V,Normal,7.82847E+11,18045,3,THUỐC,,,3/1/2025
900,Approved,,20:31.3,,18046,TRUE,FALSE,,37:32.4,ASPILETS EC 80 UNITED 10X10,ASPILETS EC 80 UNITED 10X10,,,,A121600000900,ASPILETS EC 80 UNITED 10X10,Normal,7.82847E+11,18046,3,THUỐC,,,3/1/2025
9.04E+02,Approved,,20:31.7,,18047,TRUE,FALSE,,42:56.9,ASPIRIN PH8 MEKOPHAR 20X10,ASPIRIN PH8 MEKOPHAR 20X10,,,,A121600000904,ASPIRIN PH8 MKP 20X10,Normal,7.82847E+11,18047,3,THUỐC,,,3/1/2025
905,Approved,,01:25.5,,22461,FALSE,FALSE,,01:25.5,ASTEX,,,,,Z121600000905,ASTEX,Normal,7.82847E+11,22461,11,KHÁC,,,3/1/2025
906,Approved,,20:32.1,,18048,FALSE,FALSE,,38:09.1,ASTREN KYUNG DONG 10X10,,,,,A121600000906,ASTREN KYUNG DONG 10X10,Normal,7.82847E+11,18048,3,THUỐC,,,3/1/2025
908,Approved,,01:26.1,,22463,FALSE,FALSE,,01:26.1,ATAMETAZIN 5MG,,,,,Z121600000908,ATAMETAZIN 5MG,Normal,7.82847E+11,22463,11,KHÁC,,FVAC,3/1/2025
909,Approved,,20:32.4,,18049,FALSE,FALSE,,58:27.0,ATARAX 25MG UCB 1X30,,,,,A121600000909,ATARAX 25 UCB 1X30,Normal,7.82847E+11,18049,3,THUỐC,,,3/1/2025
910,Approved,,20:32.7,,18050,TRUE,FALSE,,42:56.9,ATASART 16MG GETZ 4X7,,,,,A121600000910,ATASART 16 GETZ 4X7,Normal,7.82847E+11,18050,3,THUỐC,,,3/1/2025
912,Approved,,20:33.3,,18052,TRUE,FALSE,,42:56.9,ATASART-H 28.5MG GETZ 4X7,,,,,A121600000912,ATASART-H 28.5 GETZ 4X7,Normal,7.82847E+11,18052,3,THUỐC,,,3/1/2025
913,Approved,,01:27.5,,22464,FALSE,FALSE,,01:27.5,ATCOBETA 10G,,,,,A121600000913,ATCOBETA 10G,Normal,7.82847E+11,22464,3,THUỐC,,,3/1/2025
924,Approved,,20:34.8,,18056,TRUE,FALSE,,35:09.7,SỮA DƯỠNG ẨM ATOPICLAIR LOTION MENARINI HỖ TRỢ GIẢM VIÊM DA CƠ ĐỊA 120ML,SỮA DƯỠNG ẨM ATOPICLAIR LOTION MENARINI HỖ TRỢ GIẢM VIÊM DA CƠ ĐỊA 120ML,,,,C121600000924,ATOPICLAIR LOTION 120ML,Normal,7.82847E+11,18056,5,DƯỢC MỸ PHẨM,,,3/1/2025
928,Approved,,20:35.5,,18058,TRUE,FALSE,,37:32.4,ATORHASAN 10MG HASAN 3X10,,,,,A121600000928,ATORHASAN 10 HASAN 3X10,Normal,7.82847E+11,18058,3,THUỐC,"['00001344' '00000925' '00003417' '00015996' '00020810' '00017449'
 '00004461' '00006915' '00006531' '00004451' '00006917' '00004446'
 '00014252' '00007107' '00000930' '00009633' '00021498' '00000933'
 '00015847' '00004453' '00015168' '00020355' '00012416' '00003277'
 '00014883' '00021073' '00017559' '00008263' '00001069' '00000939'
 '00007785' '00018297']",,3/1/2025
929,Approved,,20:35.8,,18059,TRUE,FALSE,,37:32.4,ATORHASAN 20MG HASAN 10X10,ATORHASAN 20MG HASAN 10X10,,,,A121600000929,ATORHASAN 20 HASAN 10X10,Normal,7.82847E+11,18059,3,THUỐC,,,3/1/2025
930,Approved,,20:36.2,,18060,FALSE,FALSE,,48:39.9,ATORIN 10MG 1X10,,,,,A121600000930,ATORIN 10 1X10,Normal,7.82847E+11,18060,3,THUỐC,"['00017559' '00006915' '00000933' '00012416' '00004451' '00000928'
 '00000939' '00003277' '00015996' '00004453' '00020810' '00007107'
 '00017449' '00008263' '00020355' '00015168' '00015847' '00009633'
 '00004461' '00001069' '00006917' '00014252' '00006531' '00003417'
 '00001344' '00014883' '00000925' '00004446' '00021073' '00018297'
 '00007785' '00021498']",,3/1/2025
931,Approved,,01:31.5,,22473,FALSE,FALSE,,01:31.5,ATORIN -20,,,,,A121600000931,ATORIN -20,Normal,7.82847E+11,22473,3,THUỐC,,,3/1/2025
933,Approved,,20:36.4,,18061,TRUE,FALSE,,37:32.4,ATORLIP 10MG DHG 3X10,ATORLIP 10MG DHG 3X10,,,,A121600000933,ATORLIP 10 DHG 3X10,Normal,7.82847E+11,18061,3,THUỐC,,,3/1/2025
934,Approved,,20:36.8,,18062,TRUE,FALSE,,19:30.7,ATORLIP 20MG DHG 3X10,,,,,A121600000934,ATORLIP 20 DHG 3X10,Normal,7.82847E+11,18062,3,THUỐC,"['00001070' '00020076' '00011050' '00020092' '00008264' '00007447'
 '00029400' '00017984' '00007786' '00020356' '00018882' '00017582'
 '00021229' '00010722' '00010363' '00021151' '00009780' '00011051'
 '00007108' '00020455' '00010197' '00003418' '00021604' '00004529'
 '00015848' '00004454' '00015136' '00010813' '00020475' '00000941'
 '00005495' '00004447' '00014251' '00020811' '00003278' '00004462'
 '00006532' '00000948' '00000929' '00001536' '00018167' '00004465'
 '00021468' '00006895' '00004452' '00021533']",,3/1/2025
936,Approved,,01:32.7,,22475,FALSE,FALSE,,06:07.0,ATORVASTATIN 10MG FLAMINGO,,,,,A121600000936,ATORVASTATIN 10MG FLAMINGO,Normal,7.82847E+11,22475,3,THUỐC,,,3/1/2025
938,Approved,,01:33.1,,22477,FALSE,FALSE,,06:07.3,ATORVASTATIN 10MG-Macleods,,,,,A121600000938,Atorvastatin 10mg-Macleods,Normal,7.82847E+11,22477,3,THUỐC,,,3/1/2025
940,Approved,,01:33.5,,22478,FALSE,FALSE,,06:07.4,ATORVASTATIN 20MG FLAMINGO,,,,,A121600000940,ATORVASTATIN 20MG FLAMINGO,Normal,7.82847E+11,22478,3,THUỐC,,,3/1/2025
941,Approved,,20:37.9,,18065,TRUE,FALSE,,42:56.9,ATORVASTATIN 20MG DOMESCO 2X10,ATORVASTATIN 20MG DOMESCO 2X10,,,,A121600000941,ATORVASTATIN 20 DMC 2X10,Normal,7.82847E+11,18065,3,THUỐC,,,3/1/2025
942,Approved,,01:34.0,,22479,FALSE,FALSE,,01:34.0,ATORVASTATIN 20MG-GMP WHO,,,,,A121600000942,ATORVASTATIN 20MG-GMP WHO,Normal,7.82847E+11,22479,3,THUỐC,,,3/1/2025
943,Approved,,01:34.2,,22480,FALSE,FALSE,,06:07.7,ATORVASTATIN 20MGKerala,,,,,A121600000943,ATORVASTATIN 20MGKerala,Normal,7.82847E+11,22480,3,THUỐC,,,3/1/2025
945,Approved,,01:34.5,,22482,FALSE,FALSE,,01:34.5,ATOTAS 10MG,,,,,A121600000945,ATOTAS 10MG,Normal,7.82847E+11,22482,3,THUỐC,,,3/1/2025
946,Approved,,01:34.7,,22483,FALSE,FALSE,,01:34.7,ATOTAS 20MG,,,,,A121600000946,ATOTAS 20MG,Normal,7.82847E+11,22483,3,THUỐC,,,3/1/2025
947,Approved,,01:34.8,,22484,FALSE,FALSE,,06:07.8,ATOVAST 10MG OPV 2X10,,,,,A121600000947,ATOVAST 10 OPV 2X10,Normal,7.82847E+11,22484,3,THUỐC,,,3/1/2025
948,Approved,,20:38.2,,18066,FALSE,FALSE,,48:35.4,ATOVAST 20MG OPV 1X7,ATOVAST 20MG OPV 1X7,,,,A121600000948,ATOVAST 20 OPV 1X7,Normal,7.82847E+11,18066,3,THUỐC,"['00007447' '00020455' '00010722' '00018167' '00004529' '00001070'
 '00021604' '00018882' '00021468' '00009780' '00011051' '00010197'
 '00017582' '00014251' '00020356' '00004462' '00020811' '00010363'
 '00006895' '00008264' '00003418' '00006532' '00000929' '00007108'
 '00004452' '00001536' '00021229' '00000941' '00020092' '00021151'
 '00029400' '00020475' '00021533' '00004447' '00000934' '00010813'
 '00011050' '00020076' '00007786' '00004454' '00015136' '00017984'
 '00005495' '00015848' '00003278' '00004465']",,3/1/2025
949,Approved,,20:38.5,,18067,FALSE,FALSE,,00:51.7,ATROPIN SULFAT 0.25MG VP 100 ỐNG,ATROPIN SULFAT 0.25MG VP 100 ỐNG,,,,A121600000949,ATROPIN SULFAT VP 100 ỐNG,Normal,7.82847E+11,18067,3,THUỐC,,,3/1/2025
952,Approved,,20:39.1,,18069,TRUE,FALSE,,08:16.7,ATUSSIN UNITED 30ML,ATUSSIN UNITED 30ML,,,,A121600000952,ATUSSIN UNITED 30ML,Normal,7.82847E+11,18069,3,THUỐC,,,3/1/2025
955,Approved,,01:36.8,,22487,FALSE,FALSE,,01:36.8,AUDISPRAY 45ML,,,,,Z121600000955,AUDISPRAY 45ML,Normal,7.82847E+11,22487,11,KHÁC,,,3/1/2025
957,Approved,,20:39.9,,18071,FALSE,FALSE,,50:51.7,AUDOCALS 5MG  1X10,AUDOCALS 5MG  1X10,,,,A121600000957,AUDOCALS 5MG,Normal,7.82847E+11,18071,3,THUỐC,,,3/1/2025
958,Approved,,01:37.4,,22488,FALSE,FALSE,,01:37.4,AUGANA,,,,,A121600000958,AUGANA,Normal,7.82847E+11,22488,3,THUỐC,,,3/1/2025
959,Approved,,20:40.2,,18072,TRUE,FALSE,,42:56.9,AUGBACTAM 1G MEKOPHAR 2X7,AUGBACTAM 1G MEKOPHAR 2X7,,,,A121600000959,AUGBACTAM 1G MKP 2X7,Normal,7.82847E+11,18072,3,THUỐC,,,3/1/2025
960,Approved,,01:37.9,,22489,FALSE,FALSE,,01:37.9,"AUGBACTAM 31,25MG",,,,,A121600000960,"AUGBACTAM 31,25MG",Normal,7.82847E+11,22489,3,THUỐC,,,3/1/2025
961,Approved,,01:38.0,,22490,FALSE,FALSE,,01:38.0,"AUGBACTAM 312,5MG",,,,,A121600000961,"AUGBACTAM 312,5MG",Normal,7.82847E+11,22490,3,THUỐC,,,3/1/2025
962,Approved,,20:40.6,,18073,TRUE,FALSE,,42:56.9,AUGBACTAM 625MG MEKOPHAR 2X5,AUGBACTAM 625MG MEKOPHAR 2X5,,,,A121600000962,AUGBACTAM 625 MKP 2X5,Normal,7.82847E+11,18073,3,THUỐC,,,3/1/2025
964,Approved,,20:41.4,,18075,TRUE,FALSE,,13:25.0,AUGMENTIN 1G GSK 2X7,AUGMENTIN 1G GSK 2X7,,,,A121600000964,AUGMENTIN 1G GSK 2X7,Normal,7.82847E+11,18075,3,THUỐC,,FVAC,3/1/2025
969,Approved,,59:26.2,,14664,FALSE,FALSE,,20:40.7,AUGMEX 1G KOREA UNITED 2X10,,,,,A121600000969,AUGMEX 1G KOREA 2X10,Normal,7.82847E+11,14664,3,THUỐC,"['00003200' '00004770' '00001264' '00000964' '00021282' '00027693'
 '00017308' '00030159' '00017681' '00000959' '00030264' '00014157'
 '00000971' '00013816' '00030865' '00001902' '00000733' '00030365'
 '00018234' '00004199' '00022758']",,3/1/2025
970,Approved,,20:43.3,,18080,TRUE,FALSE,,37:32.4,AUGMEX 625MG KOREA UNITED 2X10,AUGMEX 625MG KOREA UNITED 2X10,,,,A121600000970,AUGMEX 625 KOREA 2X10,Normal,7.82847E+11,18080,3,THUỐC,,,3/1/2025
972,Approved,,01:41.2,,22491,FALSE,FALSE,,01:41.2,AUGTIM 625MG,,,,,A121600000972,AUGTIM 625MG,Normal,7.82847E+11,22491,3,THUỐC,,,3/1/2025
976,Approved,,20:44.8,,18084,TRUE,FALSE,,00:06.6,AURICULARUM 10MG,AURICULARUM 10MG,,,,A121600000976,AURICULARUM,Normal,7.82847E+11,18084,3,THUỐC,,,3/1/2025
977,Approved,,01:42.5,,22493,FALSE,FALSE,,01:42.5,AUROCARTIN 250MG,,,,,A121600000977,AUROCARTIN 250MG,Normal,7.82847E+11,22493,3,THUỐC,,,3/1/2025
980,Approved,,20:45.6,,18086,FALSE,FALSE,,50:51.7,AUSAGEL 250MG MEBIPHAR 6X10,AUSAGEL 250MG MEBIPHAR 6X10,,,,A121600000980,AUSAGEL 250 MBP 6X10,Normal,7.82847E+11,18086,3,THUỐC,,,3/1/2025
982,Approved,,01:43.7,,22495,FALSE,FALSE,,01:43.7,AUSECOX 500,,,,,A121600000982,AUSECOX 500,Normal,7.82847E+11,22495,3,THUỐC,,,3/1/2025
984,Approved,,20:46.7,,18089,FALSE,FALSE,,35:51.7,AUSSAMIN  5X12,AUSSAMIN  5X12,,,,A121600000984,AUSSAMIN,Normal,7.82847E+11,18089,3,THUỐC,,,3/1/2025
986,Approved,,01:44.8,,22496,FALSE,FALSE,,01:44.8,AUSTONIC,,,,,A121600000986,AUSTONIC,Normal,7.82847E+11,22496,3,THUỐC,,,3/1/2025
989,Approved,,20:47.7,,18092,FALSE,FALSE,,48:28.7,AUS-VIT 40MG NAM HÀ 6X5,,,,,A121600000989,AUS-VIT 40 NAM HÀ 6X5,Normal,7.82847E+11,18092,3,THUỐC,,,3/1/2025
992,Approved,,20:48.3,,18094,TRUE,FALSE,,42:56.9,AVAMYS 27.5MCG GSK 60 DOSE,,,,,A121600000992,AVAMYS 27.5 GSK 60 DOSE,Normal,7.82847E+11,18094,3,THUỐC,,,3/1/2025
994,Approved,,20:48.7,,18095,TRUE,FALSE,,42:56.9,AVELOX 400 BAYER 1X5,AVELOX 400 BAYER 1X5,,,,A121600000994,AVELOX 400 BAYER 1X5,Normal,7.82847E+11,18095,3,THUỐC,,,3/1/2025
996,Approved,,45:25.9,,21425,FALSE,FALSE,,34:00.0,AVENE COLD CREAM CLEANSING GEL 200ML - GRM VÀ TẮM CHO DA KHÔ LÀM SẠCH ÊM DỊU VÀ CHỐNG KHÔ DA,AVENE COLD CREAM CLEANSING GEL 200ML - GRM VÀ TẮM CHO DA KHÔ LÀM SẠCH ÊM DỊU VÀ CHỐNG KHÔ DA,,,,C121600000996,AVENE COLD CREAM CLEANSING GEL 200ML,Normal,7.82847E+11,21425,5,DƯỢC MỸ PHẨM,,,3/1/2025
997,Approved,,01:47.5,,22500,FALSE,FALSE,,01:47.5,Avene-Gôm tẩy tế bào chết êm dịu 50ML,,,,,A121600000997,Avene-Gôm tẩy tế bào chết êm dịu 50ML,Normal,7.82847E+11,22500,3,THUỐC,,,3/1/2025
1000,Approved,,01:47.9,,22503,FALSE,FALSE,,01:47.9,Avene-Kem dưỡng chống khô da 100ML,,,,,Z121600001000,Avene-K.Chống khô da 100ml,Normal,7.82847E+11,22503,11,KHÁC,,,3/1/2025
1003,Approved,,01:48.4,,22506,FALSE,FALSE,,01:48.4,Avene-Kem làm lành da chống nhiễm khuẩn 40ML,,,,,A121600001003,Avene-Kem làm lành da chống nhiễm khuẩn 40ML,Normal,7.82847E+11,22506,3,THUỐC,,,3/1/2025
1004,Approved,,01:48.5,,22507,FALSE,FALSE,,01:48.5,Avene-Lotion chống nắng spf 50 cho trẻ em 100ML,,,,,A121600001004,Avene-Lotion chống nắng spf 50 cho trẻ em 100ML,Normal,7.82847E+11,22507,3,THUỐC,,,3/1/2025
1005,Approved,,01:48.6,,22508,FALSE,FALSE,,01:48.6,Avene-Lotion tẩy trang & rữa mặt cực dịu 200ML,,,,,A121600001005,Avene-Lotion tẩy trang & rữa mặt cực dịu 200ML,Normal,7.82847E+11,22508,3,THUỐC,,,3/1/2025
1.01E+03,Approved,,59:26.5,,14665,FALSE,FALSE,,38:30.9,AVENE PROTECTION TINTED CREAM 50+ 50ML - KCN CÓ MÀU BẢO VỆ TỐI DA DÀNH CHO MỌI LOẠI DA,,,,,C121600001007,AVENE TINTED CREAM 50+ 50ML,Normal,7.82847E+11,14665,5,DƯỢC MỸ PHẨM,,,3/1/2025
1012,Approved,,01:50.2,,22510,FALSE,FALSE,,01:50.2,AVIRCREM,,,,,A121600001012,AVIRCREM,Normal,7.82847E+11,22510,3,THUỐC,,,3/1/2025
1013,Approved,,20:49.4,,18097,TRUE,FALSE,,42:56.9,AVODART 0.5MG GSK 3X10,AVODART 0.5MG GSK 3X10,,,,A121600001013,AVODART 0.5 GSK 3X10,Normal,7.82847E+11,18097,3,THUỐC,,,3/1/2025
1014,Approved,,20:49.7,,18098,FALSE,FALSE,,07:13.0,AXCEL BETAMETHASONE CREAM 15G,AXCEL BETAMETHASONE CREAM 15G,,,,A121600001014,AXCEL BETAMETHASONE 15G,Normal,7.82847E+11,18098,3,THUỐC,,,3/1/2025
1017,Approved,,01:51.2,,22513,FALSE,FALSE,,01:51.2,AXCEL FAMOTIDINE 40MG,,,,,A121600001017,AXCEL FAMOTIDINE 40MG,Normal,7.82847E+11,22513,3,THUỐC,,,3/1/2025
1018,Approved,,01:51.4,,22514,FALSE,FALSE,,01:51.4,AXCEL FUSIDIC ACID 15G,,,,,Z121600001018,AXCEL FUSIDIC ACID 15G,Normal,7.82847E+11,22514,11,KHÁC,,,3/1/2025
1021,Approved,,58:20.6,,14493,TRUE,FALSE,,37:32.4,AXCEL MICONAZOLE CREAM 15G,AXCEL MICONAZOLE CREAM 15G,,,,A121600001021,AXCEL MICONAZOLE 15G,Normal,7.82847E+11,14493,3,THUỐC,,,3/1/2025
1025,Approved,,01:52.8,,22518,FALSE,FALSE,,01:52.8,AXCEL-PARACETAMOL 120MG-60ML,,,,,A121600001025,AXCEL-PARACETAMOL 120MG-60ML,Normal,7.82847E+11,22518,3,THUỐC,,,3/1/2025
1027,Approved,,20:50.7,,18101,FALSE,FALSE,,20:34.8,AXOCEXIB 200MG AXON 3X10,,,,,A121600001027,AXOCEXIB 200 AXON 3X10,Normal,7.82847E+11,18101,3,THUỐC,"['00002519' '00018892' '00016016' '00016374' '00001732' '00015215'
 '00001735' '00003927' '00000894' '00002551' '00001745' '00001742'
 '00004926' '00003215' '00002112' '00001767' '00007404' '00001754'
 '00008298' '00020576' '00010584' '00006541' '00004591' '00001740'
 '00008509' '00016115' '00001741' '00015010' '00021238' '00021767'
 '00014952' '00021701' '00013644' '00021742' '00029515']",,3/1/2025
1028,Approved,,20:51.0,,18102,FALSE,FALSE,,38:14.3,AXOLAM 100MG AXON 3X10,,,,,A121600001028,AXOLAM 100 AXON 3X10,Normal,7.82847E+11,18102,3,THUỐC,"['00006718' '00007948' '00013681' '00008209' '00003769' '00004293'
 '00016518' '00007972' '00001199' '00004307' '00014020' '00015103'
 '00004305']",,3/1/2025
1030,Approved,,20:51.3,,18103,FALSE,FALSE,,20:34.8,AXONIR 300MG AXON 3X10,,,,,A121600001030,AXONIR 300 AXON 3X10,Normal,7.82847E+11,18103,3,THUỐC,"['00005588' '00007109' '00016551' '00007240' '00002740' '00004082'
 '00005482' '00015035' '00006453' '00013761' '00005598' '00010311'
 '00001674' '00006213' '00029474' '00029454' '00010310' '00007727'
 '00002633' '00000589' '00001673' '00005597' '00011342' '00006789'
 '00007421' '00001669' '00021739']",,3/1/2025
1031,Approved,,01:54.1,,22521,FALSE,FALSE,,01:54.1,AXOTONE 500MG,,,,,A121600001031,AXOTONE 500MG,Normal,7.82847E+11,22521,3,THUỐC,,,3/1/2025
1032,Approved,,20:51.6,,18104,FALSE,FALSE,,48:21.9,AXREN 250MG 1X10,,,,,A121600001032,AXREN 250MG,Normal,7.82847E+11,18104,3,THUỐC,"['00008193' '00008251' '00001830' '00006229' '00029742' '00010038'
 '00002581' '00021740' '00008246' '00001729']",,3/1/2025
1033,Approved,,20:51.9,,18105,FALSE,FALSE,,27:58.6,AXREN 500MG 1X10,,,,,A121600001033,AXREN 500MG,Normal,7.82847E+11,18105,3,THUỐC,"['00013520' '00020530' '00008252' '00002725' '00020362' '00014503'
 '00001725' '00011349' '00015246' '00001831' '00017309' '00008412'
 '00008234' '00017411' '00008194' '00020422' '00008247' '00003605'
 '00001820' '00005199' '00001728' '00016174' '00006178' '00008149']",,3/1/2025
1035,Approved,,20:52.3,,18106,TRUE,FALSE,,42:56.9,AYITE 100 DAVI 6X10,AYITE 100 DAVI 6X10,,,,A121600001035,AYITE 100 DAVI 6X10,Normal,7.82847E+11,18106,3,THUỐC,,,3/1/2025
1039,Approved,,20:52.7,,18107,TRUE,FALSE,,18:31.0,AZAROIN 15G,,,,,A121600001039,AZAROIN 15G,Normal,7.82847E+11,18107,3,THUỐC,['00002201' '00007129' '00017752'],,3/1/2025
1040,Approved,,01:55.9,,22525,FALSE,FALSE,,06:01.1,AZEAIR 10MG/10ML BL,,,,,A121600001040,AZE-AIR,Normal,7.82847E+11,22525,3,THUỐC,,,3/1/2025
1041,Approved,,01:56.1,,22526,FALSE,FALSE,,01:56.1,AZEBIO,,,,,A121600001041,AZEBIO,Normal,7.82847E+11,22526,3,THUỐC,,,3/1/2025
1042,Approved,,01:56.3,,22527,FALSE,FALSE,,01:56.3,AZICIN SAC 250MGStada,,,,,Z121600001042,AZICIN SAC 250MG,Normal,7.82847E+11,22527,11,KHÁC,,,3/1/2025
